t,lwww,rwww
7.716,7.621863717245343,-33.60777077454097
7.728,7.647984293753022,-34.300923160861004
7.74,7.675021778129269,-34.96010018078835
7.752,7.702988004738012,-35.5872734222018
7.764,7.731894123519363,-36.184296203068335
7.776,7.761750641027937,-36.75291066761047
7.788,7.7332850610868915,-37.29432146145855
7.8,7.7090671793624,-37.81048012623834
7.812,7.688909369534573,-38.30283472322732
7.824,7.672635288314234,-38.7727464552269
7.836,7.600901888069284,-39.220956795211826
7.848,7.536003751817005,-39.64919079644102
7.86,7.4775983516667015,-40.05857982242703
7.872,7.425363736634051,-40.45018737988043
7.884,7.378997297966373,-40.8250131900573
7.896,7.3382146085447335,-41.18399701582224
7.908,7.302748331918277,-41.528022259083976
7.92,7.272347196792863,-41.85791934238115
7.932,7.24677503304676,-42.17446888756936
7.944,7.22580986558179,-42.4784047037834
7.956,7.2092430625397945,-42.77041659611807
7.968,7.196878534622527,-43.051153005784656
7.98,7.188531982448768,-43.32122349185438
7.992,7.183331058366668,-43.6416155879529
8.004,7.181802664036186,-43.94920564975581
8.016,7.183794107229229,-44.24469515253231
8.028,7.188451934901001,-44.58916884665062
8.040000000000001,7.19634184619668,-44.91957343434823
8.052,7.207337389299152,-45.236686745245024
8.064,7.221319723363863,-45.54123996276199
8.076,7.238177161743093,-45.83392042277545
8.088000000000001,7.257804742613326,-46.11537424434856
8.1,7.280103825361553,-46.38620880261558
8.112,7.304981711184991,-46.64699505328959
8.124,7.332351286451418,-46.898269717696394
8.136000000000001,7.36213068745453,-47.14053733670304
8.148,7.39424298528061,-47.37427220140722
8.16,7.428615889579876,-47.59992016798202
8.172,7.464386500956427,-47.87841072593784
